Year,Date,Headline,Weblink,Company name,Event type,Sub Segment,Trend,International NL
2025,10/11/2025,,https://net.fujitsu.fi/basware-modernizes-global-network-infrastructure-with-fujitsu-delivered-sase-solution/,Basware,Others,Others,,
2025,12/11/2025,"Exactera, a corporate tax compliance solution provider, appoints Robert Schulte as CEO to transform the company into an AI-first services provider",https://www.prweb.com/releases/exactera-appoints-saas-tax-innovator-robert-schulte-as-chief-executive-officer-302612742.html,Exactera,Appointment,Others,,
2025,12/11/2025,"Kinaxis reports Q3 2025 results with 17% SaaS revenue and ARR growth and raises full-year guidance,",https://www.kinaxis.com/en/news/press-releases/2025/kinaxis-inc-reports-third-quarter-2025-results,Kinaxis,Earnings,SCM,,
2025,11/14/2025,"Workiva and Climate & Decisions launch Data to Disclose in a Box for Australian organisations to meet mandatory climate disclosure requirements under ASRS through integrated carbon accounting, AI-powered reporting, and audit-ready workflows",https://itbrief.com.au/story/australian-firms-gain-new-tool-for-climate-reporting-compliance,Workiva,Partnership,Statutory Reporting,,1 International
2025,11/13/2025,,https://www.businesswire.com/news/home/20251113275388/en/april-Introduces-Real-Time-Tax-Calculation-Product-for-Equity-Transactions-with-Nasdaq-Private-Market,April,Others,Others,,
2025,11/13/2025,"IGEN and PDI Technologies partner to integrate IGEN's excise tax compliance platform with PDI Enterprise, to assist fuel wholesalers and distributors with multi‑jurisdiction excise tax compliance",https://igentax.com/igen-and-pdi-technologies-strategic-relationship/,IGEN,Partnership,Tax Compliance,,
2025,11/13/2025,Campfire partners with Anrok by integrating Anrok's tax compliance solution in its accounting suite,https://www.anrok.com/resources/introducing-campfire-integration,Anrok,Partnership,Tax Compliance,,
2025,11/13/2025,TransUnion launches a Credit Washing solution to combat the growing fraud of credit washing using advanced analytics and ML capabilities,https://newsroom.transunion.com/credit-washing-solution/,TransUnion,Product launch,Corp Risk,,
2025,11/13/2025,"Equifax launches an AML compliance tool to provide organizations with real-time data and monitoring capabilities against a range of sanctions, enforcements, and high-risk business lists",https://investor.equifax.com/news-events/press-releases/detail/1378/equifax-assists-regulated-businesses-with-aml-compliance,Equifax,Product launch,Corp Risk,,
2025,11/13/2025,"Trulioo launches a credit decisioning capability to help businesses with comprehensive financial, credit and risk insights through the Trulioo global identity platform",https://www.trulioo.com/company/newsroom/press-releases/trulioo-credit-decisioning-kyb-launch,Trulioo,Product launch,Corp Risk,,
2025,10/11/2025,"Docusign strengthens its IDV capabilities by integrating ID.me and Clear's biometric platforms, and meeting the higher security standard of identity assurance level 2 (IAL2)",https://www.biometricupdate.com/202511/docusign-upgrades-to-ial2-id-verification-with-id-me-clear-biometric-platforms,Docusign,Partnerships,Corp Risk,,
2025,11/12/2025,"GC AI, an in‑house legal AI platform raises $60M in Series B led by Scale Venture Partners and Northzone at a $555M valuation; this brings its total funding to $73M",https://gc.ai/blog/gc-ai-raises-60-million-series-b-to-give-every-company-a-legal-advantage,GC AI,Funding,Corp Legal,,
2025,11/12/2025,"Theo AI, a predictive litigation startup raises $3.4M in Seed round led by Run Ventures to hire talent and continue expanding its market reach to serve large law firms and corporate legal departments",https://www.prnewswire.com/news-releases/theo-ai-announces-general-counsel-advisory-board-and-new-funding-round-led-by-run-ventures-302613015.html,Theo AI,Funding,Corp Legal,,
2025,11/13/2025,"Ironclad adds Intake Agent, Redlining Agent, and Conversational Search to Jurist, their contract review AI assistant",https://ironcladapp.com/resources/articles/ai-agentic-launch,Ironclad,Product Launch,Corp Legal,,
2025,11/12/2025,Litera adds real time Kira contract review data to Litera Transact to centralize deal progress,https://www.litera.com/newslinks/real-time-contract-review-in-one-place-kira-transact,Litera,Product Update,Corp Legal,,
2025,11/13/2025,"Docusign launches Template Gallery, a free library of 40 contract templates for US users",https://www.prnewswire.com/news-releases/docusign-launches-free-templates-to-jump-start-contracts-302613947.html,Docusign,Product Launch,Corp Legal,,
2025,11/18/2025,Maxio partners with Anrok to integrate tax compliance capabilities directly into its billing platform,https://www.businesswire.com/news/home/20251118895668/en/Maxio-and-Anrok-Partner-to-Simplify-Global-Tax-Compliance-for-Modern-Finance-Teams,Anrok,Partnership,Tax Compliance,,
2025,11/18/2025,"Coupa announces a platform release featuring agentic AI agents that automate procurement tasks, claims to accelerate sourcing cycles by up to 100%, and integrate strategic category planning",https://www.coupa.com/newsroom/coupa-launches-new-ai-agents-to-accelerate-source-to-pay-roi-featuring-autonomous-sourcing-collaboration-and-orchestration/,Coupa,Product launch,SCM,Gen Ai,
2025,11/18/2025,Vertex Inc. launches its AI-powered Configuration Agent for Microsoft Dynamics 365 in Microsoft Marketplace,https://www.vertexinc.com/company/news/latest-news/vertex-configuration-agent-microsoft-dynamics-365-now-available-microsoft-marketplace,Vertex,Partnership,Tax Compliance,,
2025,11/19/2025,"Ethixbase360 and Veresure partner to deliver third-party risk management solutions that help SMEs, meet international compliance standards across supply chains",https://ethixbase360.com/ethixbase360-and-veresure-announce-strategic-partnership-to-strengthen-third-party-risk-management-and-supply-chain-integrity-amid-growing-global-compliance-demands/,Ethixbase,Partnership,SCM,,
2025,11/18/2025,"Sphere, a tax compliance automation platform, raises $21M in Series A funding led by a16z",https://techcrunch.com/2025/11/18/a16z-leads-21m-series-a-into-tax-compliance-platform-sphere/,Sphere,Funding,Tax Compliance,Gen Ai,
2025,11/19/2025,"Basware launches InvoiceAI that uses agentic AI to autonomously read, code, route, and analyze PO and non-PO invoices, turning paper/PDFs into digital data",https://www.finextra.com/pressarticle/108018/basware-ships-invoiceai,Basware,Launch,AP/AR Automation,,
2025,11/20/2025,"Tunisia's draft 2026 Finance Law proposes extending mandatory e-invoicing to service transactions effective January 1, 2026",https://snitechnology.net/tunisia-expands-e-invoicing-to-service-transactions-from-2026/,Industry,Regulation,Regulations,,
2025,11/25/2025,"Pennylane, a French accounting and e-invoicing software startup, in talks to raise $200M at a $4.3B valuation, to be led by TCV with participation from Sequoia Capital",https://www.techinasia.com/news/sequoiabacked-french-accounting-firm-pennylane-eyes-200m-funding,Pennylane,Funding,E-invoicing,,1 International
2025,11/25/2025,"Kintsugi announces integration with Bunny, a US focused  SaaS billing platform",https://www.linkedin.com/posts/kintsugi-ai_kintsugi-using-bunny-activity-7399195182518419456-rvvr?utm_source=share&utm_medium=member_desktop&rcm=ACoAADq0lXQBXTqj-sy6tAYLEbCUl7FuRmFXwsw..........................................................................................................................................................................................................................................................,Kintsugi,Partenership,Tax Compliance,,
2025,11/26/2025,"The UK Treasury confirmed a mandatory e-invoicing requirement starting April 1, 2029, likely using a 4-corner Peppol model without e-reporting obligations and potentially phasing in larger businesses first",https://www.vatcalc.com/united-kingdom/uk-2029-mandatory-b2b-e-invoicing/,Industry,Regulation,Regulations,,
2025,11/25/2025,"EY launches EY.ai Tax Labs and a Tax Agent Factory, tools that let tax teams and EY personnel jointly design, build, and deploy AI agents to assist with tax compliance",https://www.ey.com/en_gl/newsroom/2025/11/ey-unveils-suite-of-powerful-ai-capabilities-to-accelerate-tax-transformation-and-deliver-strategic-value,EY,Product Launch,Others,AI,
2025,11/18/2025,"AEB joins PAA (formerly  Pan-Asian E-Commerce Alliance), this provides the company with influence in shaping global digital trade standards, access to Asia-Pacific market insights, and opportunities to collaborate with international customs authorities",https://www.aeb.com/en/magazine/articles/aeb-joins-paa-digital-trade-alliance.php,AEB,Certification,GTM,,1 International
2025,11/25/2025,"Wolters Kluwer launches TaxWise Online powered by Expert AI, introducing automated document extraction for W2s and 1099s, AI-powered ID scanning, in-app tax guidance, and referral tools",https://www.wolterskluwer.com/en/news/wolters-kluwer-announces-taxwise-online-powered-by-expert-ai,Wolters Kluwer,Product launch,TIR,,
2025,11/29/2025,Bite Data raises $2.5M in seed funding led by Las Olas Venture Capital to scale its global trade compliance platform that automates import and export workflows,https://bitedata.io/resources/press,Bite,Funding,GTM,,1 International
2025,11/21/2025,"Norm Ai, a legal and compliance AI startup raises $50M led by Blackstone and launches Norm Law LLP to offer AI native legal services to corporate in-house legal teams; this brings its total funding to  ~$140M","Legal AI startup draws new $50 million Blackstone investment, opens law firm | Reuters",Norm AI,Funding,Corp Legal,,
2025,03/12/2025,"Supplier.io launches Rapid Registration, which automates supplier onboarding across multiple enterprise portals through a single profile, helping small and diverse suppliers gain visibility",https://www.businesswire.com/news/home/20251203755697/en/Supplier.io-Expands-SupplierOne-PLUS-With-Rapid-Registration-to-Streamline-Supplier-Onboarding-and-Boost-Visibility,Supplier.io,Product enhancement,SCM,,
2025,05/12/2025,"JAGGAER launches its 25.3 product release, introducing automation tools that accelerate sourcing cycles and strengthen supplier risk controls",https://www.businesswire.com/news/home/20251204577661/en/JAGGAER-25.3-Accelerates-Sourcing-Cycles-Strengthens-Supplier-Risk-Controls-and-Streamlines-Intake,Jagger,Product Enhancement,SCM,,
2025,03/12/2025,"Esker partners with Horvath, a transformation consultancy firm that focuses on enterprises",https://www.businesswire.com/news/home/20251203168420/en/Esker-and-Horvth-Partner-to-Help-Companies-Strengthen-Liquidity-and-Drive-Digital-Finance-Transformation,Esker,Partnership,AP/AR Automation,,
2025,05/12/2025,"Vertex, CPA.com, along with Kintsugi expand their partnership by enhancing their sales tax compliance solution for accounting firms with AI tools to assist their clients with reporting and filing",https://www.vertexinc.com/company/news/latest-news/vertex-and-cpacom-announce-ai-driven-expansion-tax-compliance-services-accounting-firms,Vertex,Partnership,Tax Compliance,,
2025,05/12/2025,Kintsugi integrates with Ordway to automate sales tax calculation and compliance for B2B and SaaS billing workflows,https://www.linkedin.com/posts/kintsugi-ai_were-excited-to-announce-that-kintsugi-integrates-activity-7402456768003637248-WBXx?utm_source=share&utm_medium=member_desktop&rcm=ACoAADq0lXQBXTqj-sy6tAYLEbCUl7FuRmFXwsw,Kintsugi,Partnership,Tax Compliance,,
2025,03/12/2025,"Belgium's B2B e-invoicing remains mandatory from January 1, 2026, but the tax authority applies a case-by-case penalty tolerance from January 1 to March 31, 2026, before full enforcement from April 1, 2026",https://www.fonoa.com/resources/blog/belgium-e-invoicing-grace-period-2026?_gl=1*ac20dd*_up*MQ..*_ga*NDY1MDA2NDQwLjE3MTA3NjAxNDg.*_ga_KB43HTLP0H*czE3NjQ5NTI1NzQkbzYkZzEkdDE3NjQ5NTI4ODEkajYwJGwwJGgw,Industry,Regulation,Regulations,,
2025,04/12/2025,"Descartes reports its Q3 FY2026 results with an overall revenue of $188M, up 11% YoY and an Adjusted EBITDA margin of 45.6% up 284 basis points YoY",https://www.descartes.com/resources/news/descartes-announces-fiscal-2026-third-quarter-financial-results,Descartes,Earnings,GTM,,
2025,04/12/2025,"Onit acquires LawBase, a government case management platform to expand its SLED (State, Local, and Education) portfolio and unify its platform",https://www.onit.com/news/onit-expands-with-acquisition-of-lawbase/,Onit,M&A,Corp Legal,,
2025,02/12/2025,"Contract intelligence platform Avokaado launches Avo, an AI playbook engine that applies company rules to contracts",https://www.artificiallawyer.com/2025/12/02/avokaado-aims-to-solve-genai-black-box-problem/,Avokaado,Product Launch,Corp Legal,,
2025,02/12/2025,CLM provider Agiloft appoints ex‑Microsoft executive Jason Barnwell as chief legal officer,https://www.agiloft.com/news/agiloft-appoints-jason-barnwell-chief-legal-officer/,Agiloft,Leadership change,Corp Legal,,
2025,03/12/2025,LexisNexis Risk Solutions announces updates to IDVerse solution to enhance verification accuracy and strengthen fraud detection capabilities,https://risk.lexisnexis.com/about-us/press-room/press-release/20251203-idverse,LexisNexis,Product enhancement,Corp Risk,,
2025,05/12/2025,"Socure acquires Qlarifi, a real-time BNPL consumer credit database, to reduce first party fraud losses to lenders and payment costs for merchants",https://www.socure.com/news-and-press/socure-acquires-qlarifi,Socure,Acquisition,Corp Risk,,
2025,02/12/2025,"Incode launches Deepsight, an advanced deepfake defense engine, to detect AI impersonation and injection attacks",https://incode.com/press/incode-launches-deepsight-the-worlds-most-accurate-deepfake-defense-3/,Incode,Product launch,Corp Risk,,
2025,05/12/2025,"Experian partners with CleverChain to offer global due diligence intelligence to businesses and streamline KYB, KYC, and AML checks",https://thepaypers.com/fraud-and-fincrime/news/experian-and-cleverchain-deliver-ai-powered-global-due-diligence,Experian,Partnership,Corp Risk,,
2025,10/12/2025,BlackLine expands its cloud platform to Saudi Arabia through a partnership with Google Cloud Platform,https://www.businesswire.com/news/home/20251209940377/en/BlackLine-Expands-in-Saudi-Arabia-to-Support-Growing-Customer-Demand,Blackline,Expansion,AP/AR Automation,,
2025,11/12/2025,"Ledgible announces capabilities that transforms raw blockchain data into standardized, reporting-ready records for global CARF and DAC8 compliance",https://ledgible.io/news/ledgible-launches-production-grade-carf-dac8-transaction-categorization-engine-for-global-digital-asset-tax-reporting/,Ledgible,Product Launch,TIR,,
2025,12/12/2025,"Yonda Tax, a London-based indirect tax automation platform, raises $15M in funding led by Kennet Partners to accelerate product innovation and global expansion",https://www.thesaasnews.com/news/yonda-tax-raises-15-million-in-funding,Yonda,Funding,Tax Compliance,,1 International
2025,12/12/2025,,https://www.cfodive.com/news/dropbox-taps-avalara-president-cfo-role/807715/,Avalara,Leadership Change,Tax Compliance,,
2025,11/12/2025,"Sovos achieves the BTP-EXT-S/4PUB certification in the SAP ecosystem, enabling organizations to use its solutions in S/4HANA Public Cloud environments with reduced costs",https://www.linkedin.com/posts/sovosturkey_sovos-olarak-sap-ekosisteminde-btp-ext-s-activity-7404530855538577408-TAyP/?originalSubdomain=tr,Sovos,Certification,Tax Compliance,,1 International
2025,11/12/2025,"Basware announces that over 85 French customer projects for the e-invoicing mandate are progressing rapidly on its Plateforme Agréée, with major companies like Lisi Aerospace, Bigard, Feu Vert, Engie, and Carglass relying on it",https://www.linkedin.com/posts/basware_basware-reaches-a-new-milestone-in-france-activity-7404090896234889217-IgVz?utm_source=share&utm_medium=member_desktop&rcm=ACoAADq0lXQBXTqj-sy6tAYLEbCUl7FuRmFXwsw,Basware,Certification,E-invoicing,,
2025,09/12/2025,"Descartes Systems Group announces a normal course issuer bid to repurchase up to 8.6 million common shares (10% of public float) on the open market between December 11, 2025 and December 10, 2026",https://finance.yahoo.com/news/descartes-announces-tsx-acceptance-normal-114500423.html,Descartes,Others,Others,,
2025,09/12/2025,Kantata partners with Avalara to integrate e-invoicing capabilities into its professional services platform,https://www.kantata.com/blog/article/kantata-partners-with-avalara-to-deliver-integrated-e-invoicing-solution,Avalara,Partnership,E-invoicing,,1 International
2025,12/12/2025,OwnerRez partners with Avalara MyLodgeTax to integrate lodging tax compliancecapabilities in its platform,https://www.avalara.com/mylodgetax/en/blog/2025/12/avalara-mylodgetax-and-ownerrez-partner-to-simplify-lodging-tax-compliance.html,Avalara,Partnership,Tax Compliance,,
2025,10/12/2025,LexisNexis rolls out Protégé General AI with unified answers across sources and agentic model choice in US & Canada,https://www.lexisnexis.com/community/pressroom/b/news/posts/lexisnexis-unveils-next-generation-protege-general-ai-the-most-integrated-legal-ai-workflow-solution,LexisNexis,Product Update,Corp Legal,,
2025,09/12/2025,Harvey partners with Harbor Global to deliver implementation services for law firms and corporate legal departments adopting generative AI,https://www.harvey.ai/blog/harvey-and-harbor-expand-partnership,Harvey,Partnership,Corp Legal,,
2025,08/12/2025,"Harvey integrates with NetDocuments to let users access and use DMS files in Harvey, now in early access",https://www.harvey.ai/blog/harvey-netdocuments-integration,Harvey,Partnership,Corp Legal,,
2025,08/12/2025,"Agiloft launches Obligation Management, a tool to extract and track contract obligations",https://www.agiloft.com/news/agiloft-enterprise-grade-obligation-management-ai-native-era-of-contract-lifecycle-management/,Agiloft,Product Launch,Corp Legal,,
2025,11/12/2025,"Dentons partners with OpenAI to give UK, Ireland and Middle East staff ChatGPT Enterprise and early access to new models",https://legaltechnology.com/2025/12/11/dentons-enters-partnership-with-openai-insights-from-data-science-lead-bugra-ozer/,OpenAI,Partnership,Corp Legal,,
2025,09/12/2025,"TransUnion launches enhancements to its Device Risk Solution to improve device recognition, anomaly detection and adaptive learning capabilities",https://newsroom.transunion.com/transunion-unveils-enhancements-to-next-generation-device-risk-solution--to-combat-rising-fraud-losses/,TransUnion,Product Update,Corp Risk,,
2025,09/12/2025,"Socure launches Local Graph solution within RiskOS to help businesses track risk signals and catch complex fraud patterns in a connected, time-aware framework",https://www.socure.com/news-and-press/socure-launches-local-graph-in-riskos,Socure,Product launch,Corp Risk,,
2025,12/22/2025,"Avetta partners with BG Road Safety to launch a new road transportation safety assessment module in the AI-powered Avetta One platform that helps organizations evaluate, benchmark, and improve suppliers' road transport risk and safety performance",https://www.avetta.com/blog/avetta-announces-strategic-partnership-to-revolutionize-transportation-safety-across-global-supply-chains,Avetta,Partnership,SCM,,
2026,07/01/2026,Bengaluru-based FinTech SaaS company Prosperr.io raises $4M in seed funding led by Jungle Ventures to expand its AI-driven tax management platform for individuals and enterprises in India,https://ibsintelligence.com/ibsi-news/prosperr-io-raises-4m-to-scale-ai-tax-platform/,Prosperr,Funding,Tax Compliance,,
2026,06/01/2026,"Armanino a  business consulting firm acquires Sales Tax Defense, a specialized sales and use tax firm, to expand its multi-state tax compliance and audit defense capabilities",https://www.businesswire.com/news/home/20260106006933/en/Armanino-Expands-Sales-Use-Tax-Expertise-with-Addition-of-New-York-based-Sales-Tax-Defense,Armanino,Acquisition,Tax Compliance,,2 International
2026,06/01/2026,Charted an accounts payable automation provider launches its UK office to expand its services across the UK and EMEA region,https://www.businesswire.com/news/home/20260106606056/en/Charted-Launches-UK-Presence-to-Deliver-ERP-Native-AP-Automation-Across-EMEA,Charted,Expansion,AP/AR Automation,,2 International
2025,12/16/2025,"Sovos announces SAP certification and SAP Store listings for multiple products in its Indirect Tax Suite, and claims to have the world's first BTP-EXT-S/4PUB certified solution using SAP BTP ABAP for Turkish e-invoicing compliance",https://sovos.com/press-releases/sovos-expands-indirect-tax-footprint-with-new-sap-certified-solutions-for-global-compliance/?_gl=1*exgcmd*_up*MQ..*_ga*MTUzNjQ4NzA0NC4xNzExOTAyNjI4*_ga_E6KJ55E4Q5*czE3NjgyMDc2NzckbzY0JGcwJHQxNzY4MjA3Njc3JGo2MCRsMCRoNjIxNzgwMzY.,Sovos,Partnership,Tax Compliance,,
2025,12/15/2025,Kintsugi with the assistance of Vertex announces its integration for NetSuite,https://trykintsugi.com/blog/kintsugi-powered-by-vertex-for-netsuite,Kintsugi,Partnership,Tax Compliance,,
2026,05/01/2026,Kintsugi claims to have grown its revenue by 800% in 2025 and reaching a customer milestone of 4500,https://www.linkedin.com/posts/pujun_2025-was-a-phenomenal-year-at-kintsugi-activity-7412287059320553472-vot8?utm_source=share&utm_medium=member_desktop&rcm=ACoAADq0lXQBXTqj-sy6tAYLEbCUl7FuRmFXwsw,Kintsugi,Others,Tax Compliance,,
2025,12/17/2025,Basware acquires Australian accounts payable automation provider Redmap to provide invoice lifecycle management solutions to middle market and enterprise companies across the APAC region,https://news.basware.com/en/baswares-acquisition-of-redmap-signals-a-new-era-for-ap-in-australia,Basware,Acquisition,AP/AR Automation,,
2025,12/17/2025,"Taxdoo, a German VAT compliance service provider, announces it will terminate all VAT related services by April 30, 2026",https://1stopvat.com/germany-taxdoo-vat-compliance-service-provider-ends-its-services/,Taxdoo,Discontinue,Tax Compliance,,
2026,06/01/2026,"Hg acquires OneStream for $6.4 billion at $24 per share, with General Atlantic and Tidemark as minority investors. The deal is expected to close in the first half of 2026",https://investor.onestream.com/news-releases/news-release-details/onestream-enters-definitive-agreement-be-acquired-hg-64-0,Onestream,Acquisition,Direct Tax,,
2025,12/12/2025,"EDICOM receives official accreditation as an Approved Platform in France, enabling it to process B2B e-invoices and submit transaction data to the French tax authorities' central hub",https://edicomgroup.com/blog/status-of-b2b-electronic-invoicing-in-france,Edicom,Certification,E-invoicing,,
2025,12/21/2025,LexisNexis Risk Solutions agrees to pay $13.5M to resolve the FCRA violations class actions lawsuit,https://openclassactions.com/settlements/lexisnexis-deceased-reports-class-action-settlement.php,LexisNexis Risk Solutions,,Corp Risk,,
2026,05/01/2026,TransUnion appoints Francesca Noli as Executive Vice President of Global Consumer Solutions,https://newsroom.transunion.com/transunion-appoints-francesca-noli-executive-vice-president-of-global-consumer-solutions/,TransUnion,Executive appointment,Corp Risk,,
2025,12/16/2025,ComplyAdvantage partners with Sutherland to launch an AI-native FinCrime solution for banks and fintech platforms,https://complyadvantage.com/press-media/sutherland-and-complyadvantage-partnership/,ComplyAdvantage,Partnership,Corp Risk,,
2025,12/23/2025,"iDenfy launches an automated IDV app for Shopify to trigger checks on medium/high-risk orders and reduce chargebacks, fraud without disrupting legitimate transactions",https://thepaypers.com/fraud-and-fincrime/news/idenfy-launches-fraud-triggered-id-verification-app-on-shopify,iDenfy,Product launch,Corp Risk,,
2026,08/01/2026,"Contract management vendor, Sirion announces definitive agreement for majority investment by Haveli Investments to support growth",https://www.sirion.ai/press/haveli-majority-investment-to-support-sirion-growth/,Sirion,M&A,Corp Legal,,
2026,12/17/2025,"LawVu acquires ClauseBase, a contract drafting and automation tool, and launches LawVu Draft for contract drafting and LawVu Lens for contract analytics",https://lawvu.com/news/lawvu-acquires-clausebase/,Lawvu,M&A,Corp Legal,,
2025,12/22/2025,"Filevine acquires Pincites, an AI contract redlining tool to expand into corporate and transactional law, add Word native redlining and streghtnen AI",https://www.lawnext.com/2025/12/exclusive-filevine-acquires-pincites-ai-powered-contract-redlining-company-strengthening-its-positioning-for-corporate-legal-and-enhancing-its-ai.html,Filevine,M&A,Corp Legal,,
2026,05/01/2026,"In‑house legal intelligence platform, Chamelio joins AWS Marketplace for direct procurement",https://www.artificiallawyer.com/2026/01/05/chamelio-joins-deloitte-pwc-luminance-on-aws-marketplace/,Chamelio,Product Update,Corp Legal,,
2026,05/01/2026,"ContractPodAi rebrands as Leah, adopting the name of its agentic AI platform",https://legaltechnology.com/2026/01/05/contractpodai-rebrands-as-leah/,ContractPodAi,Rebranding,Corp Legal,,
2026,1/13/2026,"Emburse launches Invoice Tax Validation, an AI-powered capability that assists in validation of invoices against local tax and technical requirements, automating AP operations and compliance with CTC regulations",https://www.businesswire.com/news/home/20260113388774/en/Emburse-Launches-Invoice-Tax-Validation-To-Help-Global-Businesses-Comply-With-Growing-Wave-of-E-Invoice-Regulation,Emburse,Product Launch,E-invoicing,,1 International
2026,1/13/2026,"Ecosio expands to Mexico, with a production ready platform",https://www.linkedin.com/posts/ecosiohq_mexico-here-we-come-were-happy-to-activity-7416429296526954496-iAKs?utm_source=share&utm_medium=member_desktop&rcm=ACoAADq0lXQBXTqj-sy6tAYLEbCUl7FuRmFXwsw,Ecosio,Expansion,E-invoicing,,
2026,1/14/2026,"Neuberger Berman Capital Solutions acquires a  minority stake in Ryan, LLC, joining existing investors Onex Partners and Ares Private Equity",https://www.01net.it/ryan-announces-minority-investment-from-neuberger-berman-capital-solutions/,Ryan,Funding,Tax Compliance,,1 international
2026,1/16/2026,"Malaysia postpones mandatory e-invoicing for Rm1M - Rm5M businesses to January 2027 with an extended penalty-free period, raises the exemption threshold to Rm1M to remove smaller businesses from scope, and expands consolidated e-invoicing to retail and building materials sectors",https://www.fiscal-requirements.com/news/4986,Industry,Regulation,E-invoicing,,2 International
2026,12/01/2026,"The Philippines extends its electronic invoicing compliance deadline for large taxpayers and e-commerce companies from March 2026 to December 31, 2026",https://edicomgroup.com/blog/philippines-step-towards-mandatory-electronic-invoice,Industry,Regulation,E-invoicing,,2 International
2026,1/14/2026,"North Macedonia launches the pilot testing phase of its e-Faktura centralized electronic invoicing system, with full implementation expected by the end of Q2 2026",https://snitechnology.net/north-macedonia-launches-pilot-phase-of-e-faktura-e-invoicing-system/,Industry,Regulation,E-invoicing,,2 International
2026,1/13/2026,LSEG launches Trade Surveillance to assist market participants identify and investigate potential market abuse and financial crime with greater operational and cost efficiency.,https://www.lseg.com/en/media-centre/press-releases/2026/lseg-launches-trade-surveillance,LSEG,Product launch,Corp Risk,,
2026,1/14/2026,"TransUnion partners with Actable, a predictive intelligence provider, to reduce false positives and enhance model fit for AI-driven marketing predictions",https://newsroom.transunion.com/transunion-and-actable-prove-ai-success-starts-with-data-partnership-delivers-10-lift-in-predictive-modeling/,TransUnion,Partnership,Corp Risk,,
2026,1/15/2026,"Feedzai partners with Matrix USA, a advisory and technology service provider, to bring modern technology to FIs and help them fight fraud and money laundering",https://www.feedzai.com/pressrelease/feedzai-matrix-usa-financial-crime-partnership/,Feedzai,Partnership,Corp Risk,,
2026,12/01/2026,Riskified introduces Dynamic Returns for Policy Protect feature to help merchants combat return and refund abuse,https://www.riskified.com/press/riskified-analysis-reveals-1-in-4-refund-dollars-is-abusive-introduces-dynamic-returns-a-new-policy-protect-feature-to-safeguard-revenue-while-increasing-customer-satisfaction/,Riskified,Product launch,Corp Risk,,
2026,01/13/2026,DocuSign adds AI assisted agreement summaries and natural language Q&A to eSignature,https://www.docusign.com/blog/ai-assisted-agreement-summaries-Q-A,Docusign,Product Launch,Corp Legal,,
2026,01/13/2026,"Crosby launches Client Console, a collaborative portal for in-house teams to orchestrate contract workflows and track negotiations",https://www.artificiallawyer.com/2026/01/13/crosby-launches-client-console-for-collaborative-workflows/,Crosby,Product Launch,Corp Legal,,
2026,01/12/2026,"Clio launches Vincent Studio, an AI workflow builder for law firms and enterprise legal teams",https://www.clio.com/about/press/clio-introduces-vincent-studio/,Clio,Product Launch,Corp Legal,,
2026,01/13/2026,"Legal workflow platform, Tonkean launches Contracts Hub, an AI driven solution for procurement and legal teams to manage post-signature obligations",https://www.law.com/legaltechnews/2026/01/13/tonkean-launches-agentic-contract-platform/,Tonkean,Product Launch,Corp Legal,,
2026,1/21/2026,Avetta and Graphite Connect partner to assist supplier onboarding with continuous risk management through synchronized data across enterprise systems,https://www.avetta.com/blog/avetta-and-graphite-connect-partner-to-deliver-fast-fraud-proof-vendor-onboarding-and-data-integration,Avetta,Partnership,SCM,,
2026,1/20/2026,Flexport launches a free Tariff Refund Calculator for U.S. importers to estimate potential duty refunds as they await a Supreme Court ruling on IEEPA tariffs,https://www.businesswire.com/news/home/20260120812295/en/Flexport-Launches-Tariff-Refund-Calculator-Giving-Businesses-Early-Insight-Into-Possible-Tariff-Refunds,Flexport,Product Launch,GTM,,
2026,1/21/2026,"Pennylane, a French accounting and e-invoicing platform provider, raises $205 million in a TCV-led round at a $4.25 billion valuation to accelerate AI development and European expansion",https://thenextweb.com/news/french-fintech-pennylane-raises-e175m,Pennylane,Funding,E-invoicing,,1 International
2026,1/26/2026,"KwickPOS integrates with DAVO by Avalara, offering automated sales tax management for $58/month per location",https://www.einpresswire.com/article/884653302/kwickpos-partners-with-davo-by-avalara-to-automate-sales-tax-management-for-businesses-of-all-sizes,Avalara,Partnership,Tax Compliance,,
2026,1/23/2026,"Italy has strengthened VAT enforcement for omitted annual VAT returns by enabling automated calculations using data already transmitted through the e-invoicing and digital VAT reporting ecosystem, with taxpayers receiving formal notice and a 60-day response period before collection proceedings begin",https://www.pagero.com/compliance/regulatory-updates/italy#D3j1DnpqS9KDV7khVoMsYw,Industry,Regulation,Regulations,,
2026,1/23/2026,"Poland's Tax Authority has scheduled a technical break for KSeF 1.0 from January 26-31, 2026, to transition to KSeF 2.0, which goes live February 1, 2026",https://www.pagero.com/compliance/regulatory-updates/poland#OjUyL38fQ6Kcj5IPMjKPPQ,Industry,Regulation,Regulations,,
2026,1/20/2026,LSEG Risk Intelligence launches new Sanctioned Securities Data file dataset to help FIs identify and manage securities associated with sanctioned entities,https://www.lseg.com/en/media-centre/press-releases/2026/lseg-risk-intelligence-reveals-new-sanctioned-securities-data-file,LSEG,Product launch,Corp Risk,,
2026,1/23/2026,"Equifax launches Synthetic Identity Risk, a fraud detection solution, to help businesses identify and prevent synthetic ID fraud",https://investor.equifax.com/news-events/press-releases/detail/1387/equifax-introduces-enhanced-synthetic-identity-fraud,Equifax,Product launch,Corp Risk,,
